steps,rewards,epsilon
13644,0.9075,0.35376
13662,0.955,0.35331
13686,0.94,0.35271
13720,0.915,0.35187
13738,0.955,0.35143
13772,0.915,0.35059
13786,0.965,0.35024
13812,0.935,0.3496
13835,0.9425,0.34904
13848,0.9675,0.34872
13864,0.96,0.34833
13900,0.91,0.34745
13913,0.9675,0.34714
13933,0.95,0.34665
13952,0.9525,0.34619
13967,0.9625,0.34582
13979,0.97,0.34553
13997,0.955,0.3451
14016,0.9525,0.34464
14030,0.965,0.3443
14056,0.935,0.34368
14074,0.955,0.34324
14089,0.9625,0.34288
14110,0.9475,0.34238
14153,0.8925,0.34135
14178,0.9375,0.34076
14195,0.9575,0.34035
14216,0.9475,0.33986
14237,0.9475,0.33936
14255,0.955,0.33893
14311,0.86,0.33761
14337,0.935,0.337
14557,0.45,0.33189
14570,0.9675,0.33159
14599,0.9275,0.33093
14652,0.8675,0.32971
14718,0.835,0.32821
14733,0.9625,0.32787
14819,0.785,0.32593
14846,0.9325,0.32532
14995,0.6275,0.322
15044,0.8775,0.32092
15233,0.5275,0.31678
15245,0.97,0.31652
15256,0.9725,0.31628
15269,0.9675,0.316
15282,0.9675,0.31572
15292,0.975,0.3155
15304,0.97,0.31525
15317,0.9675,0.31496
15329,0.97,0.31471
15351,0.945,0.31423
15370,0.9525,0.31383
15386,0.96,0.31348
15414,0.93,0.31288
15429,0.9625,0.31256
15443,0.965,0.31227
15457,0.965,0.31197
15467,0.975,0.31175
15477,0.975,0.31154
15504,0.9325,0.31097
15518,0.965,0.31067
15536,0.955,0.31029
15550,0.965,0.31
15573,0.9425,0.30951
15605,0.92,0.30884
15629,0.94,0.30833
15649,0.95,0.30791
15709,0.85,0.30666
15744,0.9125,0.30593
15764,0.95,0.30552
15776,0.97,0.30527
15787,0.9725,0.30504
15803,0.96,0.30471
15817,0.965,0.30442
15842,0.9375,0.30391
15857,0.9625,0.3036
15870,0.9675,0.30333
15882,0.97,0.30309
15903,0.9475,0.30266
15918,0.9625,0.30235
15929,0.9725,0.30212
15941,0.97,0.30188
15952,0.9725,0.30165
15963,0.9725,0.30143
15976,0.9675,0.30117
15988,0.97,0.30092
15999,0.9725,0.3007
16036,0.9075,0.29995
16047,0.9725,0.29973
16079,0.92,0.29908
16105,0.935,0.29856
16125,0.95,0.29815
16135,0.975,0.29795
16154,0.9525,0.29757
16168,0.965,0.29729
16181,0.9675,0.29703
16193,0.97,0.29679
16208,0.9625,0.29649
16221,0.9675,0.29623
16233,0.97,0.29599
16251,0.955,0.29564
16265,0.965,0.29536
16296,0.9225,0.29474
16309,0.9675,0.29449
16327,0.955,0.29413
16342,0.9625,0.29384
16357,0.9625,0.29354
16372,0.9625,0.29325
16387,0.9625,0.29295
16401,0.965,0.29268
16421,0.95,0.29228
16442,0.9475,0.29187
16458,0.96,0.29156
16473,0.9625,0.29127
16493,0.95,0.29088
16510,0.9575,0.29055
16523,0.9675,0.2903
16540,0.9575,0.28997
16556,0.96,0.28966
16568,0.97,0.28943
16581,0.9675,0.28917
16600,0.9525,0.28881
16625,0.9375,0.28833
16639,0.965,0.28806
16658,0.9525,0.28769
16676,0.955,0.28735
16696,0.95,0.28697
16709,0.9675,0.28672
16719,0.975,0.28653
16731,0.97,0.2863
16743,0.97,0.28607
16755,0.97,0.28584
16770,0.9625,0.28556
16788,0.955,0.28521
16800,0.97,0.28499
16811,0.9725,0.28478
16822,0.9725,0.28457
16837,0.9625,0.28429
16848,0.9725,0.28408
16859,0.9725,0.28387
16872,0.9675,0.28363
16882,0.975,0.28344
16896,0.965,0.28318
16908,0.97,0.28295
16925,0.9575,0.28263
16937,0.97,0.28241
16950,0.9675,0.28216
16962,0.97,0.28194
16975,0.9675,0.2817
16988,0.9675,0.28145
17000,0.97,0.28123
17015,0.9625,0.28095
17027,0.97,0.28073
17041,0.965,0.28047
17056,0.9625,0.28019
17068,0.97,0.27997
17079,0.9725,0.27977
17091,0.97,0.27954
17107,0.96,0.27925
17126,0.9525,0.2789
17139,0.9675,0.27866
17149,0.975,0.27848
17163,0.965,0.27822
17175,0.97,0.278
17192,0.9575,0.27769
17206,0.965,0.27743
17222,0.96,0.27714
17236,0.965,0.27688
17250,0.965,0.27663
17265,0.9625,0.27635
17284,0.9525,0.27601
17298,0.965,0.27575
17313,0.9625,0.27548
17325,0.97,0.27527
17349,0.94,0.27483
17362,0.9675,0.2746
17372,0.975,0.27442
17382,0.975,0.27424
17398,0.96,0.27395
17410,0.97,0.27373
17425,0.9625,0.27346
17450,0.9375,0.27302
17463,0.9675,0.27278
17476,0.9675,0.27255
17487,0.9725,0.27235
17503,0.96,0.27207
17518,0.9625,0.2718
17530,0.97,0.27159
17546,0.96,0.2713
17559,0.9675,0.27107
17574,0.9625,0.27081
17590,0.96,0.27052
17609,0.9525,0.27019
17627,0.955,0.26987
17641,0.965,0.26962
17653,0.97,0.26941
17663,0.975,0.26924
17673,0.975,0.26906
17685,0.97,0.26885
17696,0.9725,0.26866
17706,0.975,0.26848
17716,0.975,0.26831
17728,0.97,0.2681
17747,0.9525,0.26777
17766,0.9525,0.26744
17780,0.965,0.26719
17792,0.97,0.26698
17812,0.95,0.26664
17822,0.975,0.26646
17833,0.9725,0.26627
17851,0.955,0.26596
17864,0.9675,0.26574
17879,0.9625,0.26548
17893,0.965,0.26524
17903,0.975,0.26506
17923,0.95,0.26472
17937,0.965,0.26448
17956,0.9525,0.26415
17973,0.9575,0.26386
17984,0.9725,0.26367
18000,0.96,0.2634
18016,0.96,0.26313
18027,0.9725,0.26294
18043,0.96,0.26267
18059,0.96,0.2624
18071,0.97,0.26219
18085,0.965,0.26196
18099,0.965,0.26172
18112,0.9675,0.2615
18136,0.94,0.26109
18159,0.9425,0.26071
18169,0.975,0.26054
18180,0.9725,0.26035
18195,0.9625,0.2601
18206,0.9725,0.25992
18216,0.975,0.25975
18226,0.975,0.25958
18245,0.9525,0.25926
18261,0.96,0.259
18277,0.96,0.25873
18288,0.9725,0.25855
18299,0.9725,0.25836
18310,0.9725,0.25818
18325,0.9625,0.25793
18339,0.965,0.2577
18352,0.9675,0.25748
18363,0.9725,0.2573
18378,0.9625,0.25706
18391,0.9675,0.25684
18403,0.97,0.25664
18413,0.975,0.25648
18424,0.9725,0.2563
18436,0.97,0.2561
18446,0.975,0.25594
18459,0.9675,0.25572
18470,0.9725,0.25554
18482,0.97,0.25535
18495,0.9675,0.25513
18513,0.955,0.25484
18534,0.9475,0.2545
18548,0.965,0.25427
18560,0.97,0.25407
18577,0.9575,0.2538
18592,0.9625,0.25355
18604,0.97,0.25336
18624,0.95,0.25304
18636,0.97,0.25284
18651,0.9625,0.2526
18662,0.9725,0.25242
18678,0.96,0.25216
18702,0.94,0.25178
18721,0.9525,0.25147
18732,0.9725,0.2513
18743,0.9725,0.25112
18760,0.9575,0.25085
18772,0.97,0.25066
18785,0.9675,0.25045
18799,0.965,0.25023
18810,0.9725,0.25005
18825,0.9625,0.24981
18837,0.97,0.24962
18858,0.9475,0.24929
18873,0.9625,0.24905
18889,0.96,0.2488
18899,0.975,0.24864
18918,0.9525,0.24834
18930,0.97,0.24815
18942,0.97,0.24797
18957,0.9625,0.24773
18972,0.9625,0.24749
18985,0.9675,0.24729
19001,0.96,0.24704
19014,0.9675,0.24684
19028,0.965,0.24662
19042,0.965,0.2464
19054,0.97,0.24621
19066,0.97,0.24603
19088,0.945,0.24568
19099,0.9725,0.24551
19116,0.9575,0.24525
19128,0.97,0.24506
19139,0.9725,0.24489
19155,0.96,0.24465
19168,0.9675,0.24445
19181,0.9675,0.24425
19197,0.96,0.244
19210,0.9675,0.2438
19223,0.9675,0.2436
19234,0.9725,0.24343
19250,0.96,0.24319
19265,0.9625,0.24296
19282,0.9575,0.2427
19293,0.9725,0.24253
19310,0.9575,0.24227
19323,0.9675,0.24207
19340,0.9575,0.24181
19354,0.965,0.2416
19373,0.9525,0.24131
19383,0.975,0.24116
19402,0.9525,0.24087
19414,0.97,0.24069
19431,0.9575,0.24044
19448,0.9575,0.24018
19459,0.9725,0.24001
19487,0.93,0.23959
19501,0.965,0.23938
19511,0.975,0.23923
19523,0.97,0.23906
19533,0.975,0.23891
19544,0.9725,0.23874
19555,0.9725,0.23858
19570,0.9625,0.23835
19582,0.97,0.23818
19596,0.965,0.23797
19608,0.97,0.23779
19618,0.975,0.23764
19631,0.9675,0.23745
19643,0.97,0.23727
19654,0.9725,0.23711
19665,0.9725,0.23695
19683,0.955,0.23668
19693,0.975,0.23653
19703,0.975,0.23638
19718,0.9625,0.23616
19730,0.97,0.23599
19742,0.97,0.23581
19755,0.9675,0.23562
19768,0.9675,0.23543
19780,0.97,0.23526
19794,0.965,0.23505
19806,0.97,0.23488
19830,0.94,0.23453
19844,0.965,0.23432
19861,0.9575,0.23407
19871,0.975,0.23393
19884,0.9675,0.23374
19896,0.97,0.23357
19914,0.955,0.23331
19927,0.9675,0.23312
19941,0.965,0.23292
19955,0.965,0.23272
19965,0.975,0.23257
19975,0.975,0.23243
19988,0.9675,0.23224
20001,0.9675,0.23205
20017,0.96,0.23183
20027,0.975,0.23168
20039,0.97,0.23151
20049,0.975,0.23137
20059,0.975,0.23122
20073,0.965,0.23102
20085,0.97,0.23085
20096,0.9725,0.2307
20109,0.9675,0.23051
20121,0.97,0.23034
20133,0.97,0.23017
20145,0.97,0.23
20159,0.965,0.2298
20170,0.9725,0.22965
20186,0.96,0.22942
20201,0.9625,0.22921
20212,0.9725,0.22906
20223,0.9725,0.2289
20238,0.9625,0.22869
20251,0.9675,0.22851
20263,0.97,0.22834
20277,0.965,0.22814
20289,0.97,0.22797
20302,0.9675,0.22779
20314,0.97,0.22763
20327,0.9675,0.22744
20339,0.97,0.22728
20349,0.975,0.22714
20362,0.9675,0.22696
20376,0.965,0.22676
20388,0.97,0.2266
20403,0.9625,0.22639
20445,0.895,0.22581
20459,0.965,0.22561
20473,0.965,0.22542
20489,0.96,0.2252
20510,0.9475,0.22491
20527,0.9575,0.22468
20538,0.9725,0.22453
20556,0.955,0.22428
20570,0.965,0.22409
20586,0.96,0.22387
20600,0.965,0.22368
20612,0.97,0.22352
20628,0.96,0.2233
20641,0.9675,0.22312
20651,0.975,0.22299
20663,0.97,0.22283
20678,0.9625,0.22262
20688,0.975,0.22249
20699,0.9725,0.22234
20713,0.965,0.22215
20729,0.96,0.22194
20749,0.95,0.22167
20760,0.9725,0.22152
20770,0.975,0.22138
20787,0.9575,0.22116
20804,0.9575,0.22093
20820,0.96,0.22071
20832,0.97,0.22055
20846,0.965,0.22037
20859,0.9675,0.22019
20872,0.9675,0.22002
20887,0.9625,0.21982
20903,0.96,0.21961
20921,0.955,0.21937
20936,0.9625,0.21917
20946,0.975,0.21904
20960,0.965,0.21886
20971,0.9725,0.21871
20983,0.97,0.21855
20997,0.965,0.21837
21014,0.9575,0.21815
21032,0.955,0.21791
21056,0.94,0.21759
21067,0.9725,0.21745
21079,0.97,0.21729
21090,0.9725,0.21715
21102,0.97,0.21699
21115,0.9675,0.21682
21130,0.9625,0.21663
21140,0.975,0.2165
21152,0.97,0.21634
21167,0.9625,0.21615
21179,0.97,0.21599
21190,0.9725,0.21585
21204,0.965,0.21567
21233,0.9275,0.2153
21290,0.8575,0.21456
21383,0.7675,0.21337
21412,0.9275,0.21301
21500,0.78,0.21189
21518,0.955,0.21167
21530,0.97,0.21152
21546,0.96,0.21132
21561,0.9625,0.21113
21573,0.97,0.21098
21587,0.965,0.2108
21598,0.9725,0.21067
21615,0.9575,0.21045
21627,0.97,0.2103
21638,0.9725,0.21017
21651,0.9675,0.21
21661,0.975,0.20988
21677,0.96,0.20968
21700,0.9425,0.2094
21711,0.9725,0.20926
21751,0.9,0.20877
21761,0.975,0.20864
21791,0.925,0.20828
21813,0.945,0.20801
21824,0.9725,0.20787
21843,0.9525,0.20764
21869,0.935,0.20732
21886,0.9575,0.20711
21913,0.9325,0.20679
21939,0.935,0.20647
21953,0.965,0.2063
21973,0.95,0.20606
21996,0.9425,0.20578
22023,0.9325,0.20546
22043,0.95,0.20521
22061,0.955,0.205
22071,0.975,0.20488
22087,0.96,0.20469
22106,0.9525,0.20446
22119,0.9675,0.2043
22130,0.9725,0.20417
22143,0.9675,0.20402
22159,0.96,0.20383
22173,0.965,0.20366
22183,0.975,0.20354
22195,0.97,0.2034
22209,0.965,0.20323
22219,0.975,0.20312
22230,0.9725,0.20299
22248,0.955,0.20277
22262,0.965,0.20261
22286,0.94,0.20233
22302,0.96,0.20214
22326,0.94,0.20186
22366,0.9,0.20139
22379,0.9675,0.20124
22393,0.965,0.20107
22405,0.97,0.20093
22415,0.975,0.20082
22430,0.9625,0.20064
22442,0.97,0.2005
22455,0.9675,0.20035
22468,0.9675,0.2002
22484,0.96,0.20002
22496,0.97,0.19988
22513,0.9575,0.19968
22528,0.9625,0.19951
22547,0.9525,0.19929
22560,0.9675,0.19914
22574,0.965,0.19898
22586,0.97,0.19884
22596,0.975,0.19873
22612,0.96,0.19855
22625,0.9675,0.1984
22635,0.975,0.19828
22646,0.9725,0.19816
22660,0.965,0.198
22674,0.965,0.19784
22692,0.955,0.19763
22703,0.9725,0.19751
22744,0.8975,0.19705
22760,0.96,0.19686
22771,0.9725,0.19674
22783,0.97,0.1966
22798,0.9625,0.19644
22817,0.9525,0.19622
22831,0.965,0.19607
22845,0.965,0.19591
22856,0.9725,0.19579
22868,0.97,0.19565
22883,0.9625,0.19548
22895,0.97,0.19535
22908,0.9675,0.1952
22918,0.975,0.19509
22933,0.9625,0.19493
22944,0.9725,0.1948
22954,0.975,0.19469
22974,0.95,0.19447
22987,0.9675,0.19433
22999,0.97,0.19419
23013,0.965,0.19404
23031,0.955,0.19384
23048,0.9575,0.19365
23064,0.96,0.19348
23079,0.9625,0.19331
23100,0.9475,0.19308
23110,0.975,0.19297
23125,0.9625,0.19281
23136,0.9725,0.19269
23148,0.97,0.19256
23160,0.97,0.19243
23171,0.9725,0.19231
23181,0.975,0.1922
23197,0.96,0.19202
23210,0.9675,0.19188
23223,0.9675,0.19174
23235,0.97,0.19161
23246,0.9725,0.19149
23257,0.9725,0.19137
23270,0.9675,0.19123
23287,0.9575,0.19105
23299,0.97,0.19092
23313,0.965,0.19077
23335,0.945,0.19053
23346,0.9725,0.19042
23365,0.9525,0.19021
23393,0.93,0.18991
23404,0.9725,0.18979
23423,0.9525,0.18959
23439,0.96,0.18942
23449,0.975,0.18932
23462,0.9675,0.18918
23472,0.975,0.18907
23488,0.96,0.1889
23499,0.9725,0.18878
23510,0.9725,0.18867
23521,0.9725,0.18855
23534,0.9675,0.18841
23550,0.96,0.18825
23562,0.97,0.18812
23598,0.91,0.18774
23608,0.975,0.18764
23618,0.975,0.18753
23628,0.975,0.18743
23641,0.9675,0.18729
23656,0.9625,0.18713
23666,0.975,0.18703
23679,0.9675,0.18689
23691,0.97,0.18677
23707,0.96,0.1866
23718,0.9725,0.18649
23730,0.97,0.18636
23741,0.9725,0.18625
23755,0.965,0.1861
23767,0.97,0.18598
23779,0.97,0.18586
23789,0.975,0.18575
23801,0.97,0.18563
23812,0.9725,0.18552
23823,0.9725,0.1854
23836,0.9675,0.18527
23846,0.975,0.18517
23857,0.9725,0.18505
23870,0.9675,0.18492
23881,0.9725,0.18481
23893,0.97,0.18468
23905,0.97,0.18456
23919,0.965,0.18442
23932,0.9675,0.18429
23943,0.9725,0.18417
23960,0.9575,0.184
23974,0.965,0.18386
23985,0.9725,0.18375
23998,0.9675,0.18362
24015,0.9575,0.18344
24030,0.9625,0.18329
24042,0.97,0.18317
24058,0.96,0.18301
24071,0.9675,0.18288
24081,0.975,0.18278
24093,0.97,0.18266
24107,0.965,0.18252
24117,0.975,0.18242
24130,0.9675,0.18229
24143,0.9675,0.18215
24156,0.9675,0.18202
24171,0.9625,0.18187
24193,0.945,0.18166
24207,0.965,0.18152
24223,0.96,0.18136
24234,0.9725,0.18125
24245,0.9725,0.18114
24261,0.96,0.18098
24271,0.975,0.18088
24283,0.97,0.18076
24295,0.97,0.18064
24309,0.965,0.18051
24325,0.96,0.18035
24337,0.97,0.18023
24360,0.9425,0.18
24373,0.9675,0.17988
24387,0.965,0.17974
24400,0.9675,0.17961
24411,0.9725,0.1795
24424,0.9675,0.17938
24434,0.975,0.17928
24450,0.96,0.17912
24465,0.9625,0.17898
24476,0.9725,0.17887
24490,0.965,0.17873
24504,0.965,0.1786
24519,0.9625,0.17845
24537,0.955,0.17828
24552,0.9625,0.17813
24563,0.9725,0.17803
24573,0.975,0.17793
24585,0.97,0.17781
24596,0.9725,0.17771
24607,0.9725,0.1776
24618,0.9725,0.1775
24638,0.95,0.1773
24654,0.96,0.17715
24666,0.97,0.17704
24676,0.975,0.17694
24704,0.93,0.17667
24717,0.9675,0.17655
24731,0.965,0.17642
24745,0.965,0.17628
24756,0.9725,0.17618
24779,0.9425,0.17596
24792,0.9675,0.17584
24807,0.9625,0.1757
24821,0.965,0.17556
24832,0.9725,0.17546
24846,0.965,0.17533
24858,0.97,0.17522
24871,0.9675,0.17509
24881,0.975,0.175
24894,0.9675,0.17488
24911,0.9575,0.17472
24922,0.9725,0.17461
24940,0.955,0.17445
24952,0.97,0.17433
24966,0.965,0.1742
24977,0.9725,0.1741
24989,0.97,0.17399
25004,0.9625,0.17385
25015,0.9725,0.17375
25025,0.975,0.17366
25038,0.9675,0.17354
25048,0.975,0.17344
25059,0.9725,0.17334
25070,0.9725,0.17324
25090,0.95,0.17305
25102,0.97,0.17294
25112,0.975,0.17285
25123,0.9725,0.17275
25136,0.9675,0.17263
25147,0.9725,0.17253
25157,0.975,0.17244
25172,0.9625,0.1723
25182,0.975,0.17221
25192,0.975,0.17212
25209,0.9575,0.17196
25223,0.965,0.17184
25236,0.9675,0.17172
25252,0.96,0.17157
25262,0.975,0.17148
25272,0.975,0.17139
25282,0.975,0.1713
25296,0.965,0.17117
25309,0.9675,0.17105
25320,0.9725,0.17096
25334,0.965,0.17083
25349,0.9625,0.17069
25361,0.97,0.17059
25373,0.97,0.17048
25391,0.955,0.17032
25402,0.9725,0.17022
25413,0.9725,0.17012
25427,0.965,0.16999
25437,0.975,0.1699
25447,0.975,0.16981
25460,0.9675,0.1697
25470,0.975,0.16961
25482,0.97,0.1695
25492,0.975,0.16941
25502,0.975,0.16932
25515,0.9675,0.16921
25525,0.975,0.16912
25535,0.975,0.16903
25546,0.9725,0.16893
25557,0.9725,0.16884
25567,0.975,0.16875
25580,0.9675,0.16863
25590,0.975,0.16854
25603,0.9675,0.16843
25615,0.97,0.16832
25626,0.9725,0.16823
25637,0.9725,0.16813
25650,0.9675,0.16802
25669,0.9525,0.16785
25686,0.9575,0.1677
25699,0.9675,0.16759
25718,0.9525,0.16742
25733,0.9625,0.16729
25744,0.9725,0.16719
25758,0.965,0.16707
25774,0.96,0.16693
25784,0.975,0.16685
25799,0.9625,0.16672
25810,0.9725,0.16662
25826,0.96,0.16648
25841,0.9625,0.16635
25851,0.975,0.16627
25861,0.975,0.16618
25873,0.97,0.16608
25885,0.97,0.16597
25899,0.965,0.16585
25913,0.965,0.16573
25930,0.9575,0.16559
25943,0.9675,0.16547
25962,0.9525,0.16531
25974,0.97,0.16521
25986,0.97,0.16511
25997,0.9725,0.16501
26008,0.9725,0.16492
26020,0.97,0.16482
26030,0.975,0.16473
26041,0.9725,0.16464
26055,0.965,0.16452
26067,0.97,0.16442
26086,0.9525,0.16426
26099,0.9675,0.16415
26110,0.9725,0.16406
26122,0.97,0.16395
26133,0.9725,0.16386
26146,0.9675,0.16375
26156,0.975,0.16367
26166,0.975,0.16358
26176,0.975,0.1635
26191,0.9625,0.16337
26204,0.9675,0.16327
26219,0.9625,0.16314
26229,0.975,0.16306
26243,0.965,0.16294
26255,0.97,0.16284
26266,0.9725,0.16275
26287,0.9475,0.16257
26301,0.965,0.16246
26312,0.9725,0.16237
26323,0.9725,0.16227
26334,0.9725,0.16218
26348,0.965,0.16207
26359,0.9725,0.16198
26369,0.975,0.16189
26380,0.9725,0.1618
26393,0.9675,0.1617
26404,0.9725,0.16161
26415,0.9725,0.16152
26425,0.975,0.16143
26436,0.9725,0.16134
26446,0.975,0.16126
26458,0.97,0.16116
26473,0.9625,0.16104
26483,0.975,0.16096
26493,0.975,0.16088
26504,0.9725,0.16079
26517,0.9675,0.16068
26528,0.9725,0.16059
26539,0.9725,0.1605
26553,0.965,0.16039
26563,0.975,0.16031
26576,0.9675,0.1602
26588,0.97,0.1601
26601,0.9675,0.16
26612,0.9725,0.15991
26622,0.975,0.15983
26635,0.9675,0.15972
26648,0.9675,0.15962
26662,0.965,0.15951
26675,0.9675,0.1594
26688,0.9675,0.1593
26699,0.9725,0.15921
26712,0.9675,0.15911
26722,0.975,0.15903
26735,0.9675,0.15892
26745,0.975,0.15884
26755,0.975,0.15876
26765,0.975,0.15868
26777,0.97,0.15859
26790,0.9675,0.15848
26804,0.965,0.15837
26823,0.9525,0.15822
26834,0.9725,0.15813
26848,0.965,0.15802
26859,0.9725,0.15794
26873,0.965,0.15783
26885,0.97,0.15773
26897,0.97,0.15764
26911,0.965,0.15753
26921,0.975,0.15745
26937,0.96,0.15732
26950,0.9675,0.15722
26963,0.9675,0.15712
26975,0.97,0.15702
26991,0.96,0.1569
27007,0.96,0.15677
27017,0.975,0.1567
27029,0.97,0.1566
27043,0.965,0.15649
27056,0.9675,0.15639
27067,0.9725,0.15631
27079,0.97,0.15621
27089,0.975,0.15614
27100,0.9725,0.15605
27114,0.965,0.15594
27133,0.9525,0.1558
27145,0.97,0.1557
27164,0.9525,0.15556
27174,0.975,0.15548
27186,0.97,0.15539
27200,0.965,0.15528
27211,0.9725,0.1552
27230,0.9525,0.15505
27241,0.9725,0.15497
27253,0.97,0.15487
27263,0.975,0.1548
27273,0.975,0.15472
27288,0.9625,0.15461
27302,0.965,0.1545
27314,0.97,0.15441
27326,0.97,0.15432
27339,0.9675,0.15422
27353,0.965,0.15411
27364,0.9725,0.15403
27378,0.965,0.15392
27392,0.965,0.15382
27404,0.97,0.15373
27414,0.975,0.15365
27424,0.975,0.15358
27435,0.9725,0.15349
27451,0.96,0.15337
27463,0.97,0.15328
27474,0.9725,0.1532
27487,0.9675,0.1531
27501,0.965,0.153
27515,0.965,0.15289
27526,0.9725,0.15281
27540,0.965,0.15271
27552,0.97,0.15262
27563,0.9725,0.15254
27576,0.9675,0.15244
27588,0.97,0.15235
27598,0.975,0.15228
27608,0.975,0.1522
27623,0.9625,0.15209
27634,0.9725,0.15201
27648,0.965,0.15191
27658,0.975,0.15183
27668,0.975,0.15176
27685,0.9575,0.15163
27700,0.9625,0.15152
27710,0.975,0.15145
27720,0.975,0.15138
27731,0.9725,0.1513
27750,0.9525,0.15116
27760,0.975,0.15108
27772,0.97,0.151
27784,0.97,0.15091
27794,0.975,0.15084
27804,0.975,0.15076
27816,0.97,0.15068
27838,0.945,0.15052
27852,0.965,0.15041
27863,0.9725,0.15033
27875,0.97,0.15025
27887,0.97,0.15016
27898,0.9725,0.15008
27909,0.9725,0.15
27919,0.975,0.14993
27931,0.97,0.14984
27941,0.975,0.14977
27954,0.9675,0.14968
27967,0.9675,0.14958
27983,0.96,0.14947
27999,0.96,0.14935
28010,0.9725,0.14928
28020,0.975,0.1492
28031,0.9725,0.14913
28042,0.9725,0.14905
