steps,rewards,epsilon
360,0.0,0.97624
720,0.0,0.94825
1080,0.0,0.92112
1440,0.0,0.89482
1800,0.0,0.86934
2160,0.0,0.84464
2520,0.0,0.82069
2880,0.0,0.79749
3240,0.0,0.775
3600,0.0,0.7532
3960,0.0,0.73208
4320,0.0,0.7116
4680,0.0,0.69176
5040,0.0,0.67252
5400,0.0,0.65388
5760,0.0,0.63581
6120,0.0,0.6183
6480,0.0,0.60132
6840,0.0,0.58487
7200,0.0,0.56893
7560,0.0,0.55348
7920,0.0,0.5385
8280,0.0,0.52398
8640,0.0,0.50991
9000,0.0,0.49627
9360,0.0,0.48306
9720,0.0,0.47025
10080,0.0,0.45783
10440,0.0,0.4458
10800,0.0,0.43413
11160,0.0,0.42283
11408,0.38,0.41524
11768,0.0,0.40452
12128,0.0,0.39413
12488,0.0,0.38406
12848,0.0,0.37429
13208,0.0,0.36483
13568,0.0,0.35566
13928,0.0,0.34677
14080,0.62,0.3431
14386,0.235,0.33586
14746,0.0,0.32758
15106,0.0,0.31955
15325,0.4525,0.31479
15685,0.0,0.30716
16045,0.0,0.29977
16405,0.0,0.2926
16570,0.5875,0.28939
16930,0.0,0.28254
17290,0.0,0.2759
17542,0.37,0.27138
17902,0.0,0.26508
18068,0.585,0.26224
18428,0.0,0.25623
18788,0.0,0.2504
19148,0.0,0.24475
19508,0.0,0.23928
19588,0.8,0.23809
19672,0.79,0.23684
20032,0.0,0.23161
20206,0.565,0.22914
20566,0.0,0.22415
20926,0.0,0.21931
21221,0.2625,0.21545
21366,0.6375,0.21359
21718,0.12,0.20917
21808,0.775,0.20807
21876,0.83,0.20724
21977,0.7475,0.20601
22007,0.925,0.20565
22259,0.37,0.20264
22365,0.735,0.2014
22396,0.9225,0.20104
22654,0.355,0.19807
22709,0.8625,0.19744
22823,0.715,0.19616
23046,0.4425,0.19368
23285,0.4025,0.19107
23485,0.5,0.18893
23789,0.24,0.18575
24149,0.0,0.18209
24509,0.0,0.17855
24869,0.0,0.17511
25229,0.0,0.17178
25589,0.0,0.16855
25949,0.0,0.16542
26309,0.0,0.16239
26669,0.0,0.15945
27029,0.0,0.1566
27389,0.0,0.15384
27749,0.0,0.15116
28109,0.0,0.14857
28293,0.54,0.14728
28653,0.0,0.1448
28901,0.38,0.14314
28998,0.7575,0.1425
29358,0.0,0.14017
29452,0.765,0.13958
29558,0.735,0.13891
29642,0.79,0.13839
29768,0.685,0.13761
29783,0.9625,0.13752
30143,0.0,0.13535
30337,0.515,0.1342
30365,0.93,0.13404
30401,0.91,0.13383
30420,0.9525,0.13372
30466,0.885,0.13345
30506,0.9,0.13322
30565,0.8525,0.13288
30611,0.885,0.13262
30633,0.945,0.13249
30711,0.805,0.13205
30726,0.9625,0.13197
30754,0.93,0.13181
30843,0.7775,0.13131
30872,0.9275,0.13115
30963,0.7725,0.13064
31035,0.82,0.13024
31062,0.9325,0.13009
31097,0.9125,0.1299
31162,0.8375,0.12955
31206,0.89,0.12931
31226,0.95,0.1292
31242,0.96,0.12911
31280,0.905,0.12891
31295,0.9625,0.12883
31330,0.9125,0.12864
31346,0.96,0.12856
31409,0.8425,0.12822
31430,0.9475,0.12811
31453,0.9425,0.12798
31477,0.94,0.12786
31511,0.915,0.12768
31535,0.94,0.12755
31569,0.915,0.12737
31623,0.865,0.12709
31667,0.89,0.12686
31684,0.9575,0.12677
31711,0.9325,0.12663
31746,0.9125,0.12645
31772,0.935,0.12632
31797,0.9375,0.12619
31813,0.96,0.1261
31837,0.94,0.12598
31853,0.96,0.1259
31869,0.96,0.12582
31905,0.91,0.12563
31922,0.9575,0.12555
31948,0.935,0.12541
31967,0.9525,0.12532
31985,0.955,0.12523
32004,0.9525,0.12513
32023,0.9525,0.12503
32050,0.9325,0.1249
32097,0.8825,0.12466
32112,0.9625,0.12459
32139,0.9325,0.12445
32154,0.9625,0.12438
32172,0.955,0.12429
32188,0.96,0.12421
32207,0.9525,0.12411
32225,0.955,0.12402
32244,0.9525,0.12393
32261,0.9575,0.12385
32285,0.94,0.12373
32303,0.955,0.12364
32320,0.9575,0.12355
32350,0.925,0.12341
32374,0.94,0.12329
32446,0.82,0.12294
32465,0.9525,0.12285
32481,0.96,0.12277
32499,0.955,0.12268
32516,0.9575,0.1226
32531,0.9625,0.12253
32552,0.9475,0.12242
32568,0.96,0.12235
32599,0.9225,0.1222
32619,0.95,0.1221
32636,0.9575,0.12202
32653,0.9575,0.12194
32672,0.9525,0.12185
32687,0.9625,0.12178
32705,0.955,0.12169
32725,0.95,0.1216
32741,0.96,0.12152
32764,0.9425,0.12141
32782,0.955,0.12133
32808,0.935,0.1212
32826,0.955,0.12112
32858,0.92,0.12097
32875,0.9575,0.12089
32899,0.94,0.12078
32917,0.955,0.12069
32934,0.9575,0.12061
32969,0.9125,0.12045
