steps,extrinsic,intrinsic,loss,td_std
313,0.00017172,0.00264276,0.0011099600000000001,0.01389988
363,0.00032436,0.0026448799999999996,5.136e-05,0.00600528
413,0.0005342400000000001,0.00264868,5.944000000000001e-05,0.00627284
463,0.00070596,0.0026503200000000003,6.359999999999999e-05,0.0065948000000000005
513,0.0008395200000000001,0.00265132,6.583999999999999e-05,0.00681664
563,0.0007632,0.0026490800000000003,5.236000000000001e-05,0.00623788
613,0.00070596,0.0026436800000000002,4.656e-05,0.0059131999999999995
663,0.00061056,0.0026387999999999997,2.4920000000000002e-05,0.00468076
713,0.00053424,0.0026330399999999997,4.88e-05,0.00570988
763,0.00064872,0.00263124,6.06e-05,0.0065054
813,0.00064872,0.0025590799999999996,6.8e-05,0.007108519999999999
863,0.0006678,0.00247996,7.295999999999999e-05,0.0074881999999999995
913,0.00062964,0.00239912,7.516e-05,0.007721319999999999
963,0.0005724,0.00231752,5.1240000000000004e-05,0.0066758799999999995
1013,0.00043884,0.00223468,6.532e-05,0.00721676
1063,0.00034344,0.00222404,7.316e-05,0.00763152
1113,0.00026712,0.00222228,7.996e-05,0.008012600000000002
1163,0.00024804,0.002221,8.532e-05,0.008327999999999999
1213,0.00024804,0.0022207600000000004,8.740000000000001e-05,0.008389520000000001
1263,0.00013356000000000002,0.00221924,6.48e-05,0.00726708
1313,0.00015264,0.0022195600000000006,6.868e-05,0.007440319999999999
1363,0.00013448,0.0022202000000000003,7.628e-05,0.007812400000000001
1413,0.00024264,0.00222032,8.508e-05,0.008274880000000002
1463,0.00025356,0.00222048,9.228e-05,0.008743079999999999
1513,0.00038804,0.00217816,0.00010132,0.0093066
1563,0.00049436,0.0021248799999999996,9.6e-05,0.00902984
1613,0.00048436000000000003,0.00207088,0.00010356000000000002,0.009395040000000002
1663,0.00041527999999999997,0.0020176800000000004,0.00010792,0.009653559999999999
1713,0.00047159999999999997,0.0019646,0.00010856,0.00967348
1763,0.00040436,0.00195424,0.00011308000000000001,0.00985548
1813,0.00032711999999999997,0.00195516,0.00011408,0.009930479999999998
1863,0.0003762,0.00195656,0.00010156,0.00940252
1913,0.00029988000000000004,0.0019581200000000003,0.00011448,0.00979828
1963,0.00024264,0.0019592,0.00012484,0.01024572
2013,0.00021356,0.00196016,0.00012468,0.0103068
2063,0.0001754,0.00196036,0.00012592000000000001,0.01037176
2113,0.0001554,0.00196076,0.00012636,0.01031304
2163,0.00015447999999999997,0.00196108,0.00010400000000000001,0.009455120000000001
2213,0.00015448,0.0019320399999999999,9.74e-05,0.009183120000000001
2263,0.00017355999999999998,0.001891,9.264e-05,0.0089984
2313,0.00016355999999999999,0.0018508,9.544e-05,0.00909824
2363,0.00017355999999999998,0.00180972,9.860000000000001e-05,0.00928268
2413,0.00019264,0.00176876,9.764000000000001e-05,0.00922984
2463,0.00015448,0.0017565999999999999,9.128e-05,0.008843079999999998
2513,0.00011724,0.00175668,9.651999999999999e-05,0.00891812
2563,0.00014632,0.0017553199999999999,0.0001016,0.00910532
2613,9.724e-05,0.0017554399999999998,0.00010524,0.00924028
2663,7.816000000000001e-05,0.00175424,0.00011252,0.0095218
2713,0.00012632,0.00175348,0.00011512,0.00974036
2763,0.00010632,0.0017534400000000002,0.00011208,0.00965144
2813,0.0001354,0.00175384,0.0001184,0.00987148
2863,0.00023264000000000002,0.00175196,0.00011823999999999999,0.00991864
2913,0.00024264,0.00173212,0.00011996,0.010011439999999998
2963,0.00025264000000000005,0.0016995200000000002,0.00012528,0.01018932
3013,0.0003008,0.00166648,0.00012064000000000001,0.00996328
3063,0.0002808,0.00163328,0.00011184,0.00953796
3113,0.00021264,0.00160072,0.00011228,0.0094086
3163,0.00019356,0.0015874,0.00011204,0.009357520000000001
3213,0.00016356,0.0015867200000000002,0.00011684,0.00947696
3263,0.0001154,0.0015869999999999999,0.0001212,0.00975004
3313,9.631999999999999e-05,0.0015873200000000001,0.00011652,0.009586319999999999
3363,7.724e-05,0.0015882000000000001,0.00011516,0.00952224
3413,9.632e-05,0.001588,0.0001218,0.00978232
3463,0.00014448,0.00158796,0.00012464,0.00996088
3513,0.00015448,0.0015873600000000001,0.00013220000000000001,0.01024324
3563,0.00013539999999999998,0.0015874,0.00013968,0.010645960000000001
3613,0.00014448,0.00157528,0.00014264000000000003,0.010796519999999999
