config_id,performance,budget,budget_used,total_wallclock_time,total_optimization_time,agent.batch_size,agent.buffer_capacity,agent.dqn_hidden_size,agent.dqn_lr,agent.dqn_target_update_freq,agent.epsilon_decay,agent.epsilon_final,agent.gamma,agent.rnd_hidden_size,agent.rnd_lr,agent.rnd_output_size,agent.rnd_reward_weight,agent.rnd_update_freq
4,0.041341991341991347,60000.0,180000.0,2249.8036408424377,0.001420736312866211,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,360000.0,5111.423072576523,0.01589059829711914,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,540000.0,9373.871892929077,0.37548375129699707,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,760000.0,13294.547090768814,0.3874847888946533,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,940000.0,16196.039569854736,0.8196518421173096,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,1160000.0,18604.011069774628,0.8352370262145996,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
4,0.041341991341991347,60000.0,1380000.0,23244.251139640808,1.4741299152374268,128,53757,32,0.0001065093154,603,13606,0.0891844925229,0.9701776060695,64,0.0009746778327,16,0.512991890149,695
39,0.040759871441689625,60000.0,1560000.0,26454.564913749695,1.4929068088531494,256,91813,64,0.0002432897516,645,11525,0.0915521853613,0.9522181656874,32,0.0009124400558,8,0.4214094033757,834
39,0.040759871441689625,60000.0,1740000.0,29047.52146077156,2.070068836212158,256,91813,64,0.0002432897516,645,11525,0.0915521853613,0.9522181656874,32,0.0009124400558,8,0.4214094033757,834
45,0.04054834054834055,60000.0,1960000.0,31250.633677721024,2.093402862548828,64,72197,64,0.0001851375444,302,11514,0.0669399968371,0.9500203121951,32,0.0009750350515,16,0.1413626986433,705
