steps,rewards,epsilon
360,0.0,0.97624
720,0.0,0.94825
1080,0.0,0.92112
1440,0.0,0.89482
1800,0.0,0.86934
2160,0.0,0.84464
2520,0.0,0.82069
2880,0.0,0.79749
3240,0.0,0.775
3600,0.0,0.7532
3960,0.0,0.73208
4130,0.575,0.72233
4490,0.0,0.70215
4850,0.0,0.6826
5210,0.0,0.66365
5570,0.0,0.64528
5930,0.0,0.62747
6290,0.0,0.61022
6650,0.0,0.59349
7010,0.0,0.57728
7370,0.0,0.56157
7730,0.0,0.54634
8090,0.0,0.53159
8450,0.0,0.51728
8810,0.0,0.50342
9170,0.0,0.48998
9530,0.0,0.47696
9890,0.0,0.46433
9942,0.87,0.46254
10302,0.0,0.45036
10662,0.0,0.43856
11022,0.0,0.42712
11382,0.0,0.41603
11742,0.0,0.40528
11790,0.88,0.40388
12150,0.0,0.3935
12510,0.0,0.38345
12552,0.895,0.3823
12851,0.2525,0.37421
12959,0.73,0.37134
13249,0.275,0.36377
13351,0.745,0.36115
13379,0.93,0.36044
13452,0.8175,0.35858
13582,0.675,0.35531
13611,0.9275,0.35458
13649,0.905,0.35363
13746,0.7575,0.35123
13928,0.545,0.34677
13957,0.9275,0.34607
14179,0.445,0.34074
14245,0.835,0.33917
14273,0.93,0.33851
14393,0.7,0.33569
14607,0.465,0.33074
14783,0.56,0.32674
14795,0.97,0.32647
14864,0.8275,0.32492
15064,0.5,0.32048
15127,0.8425,0.31909
15316,0.5275,0.31499
15386,0.825,0.31348
15455,0.8275,0.31201
15664,0.4775,0.3076
15700,0.91,0.30685
15822,0.695,0.30432
15877,0.8625,0.30319
16091,0.465,0.29884
16451,0.0,0.2917
16811,0.0,0.28478
16862,0.8725,0.28382
16951,0.7775,0.28214
17311,0.0,0.27552
17625,0.215,0.26991
17673,0.88,0.26906
17727,0.865,0.26812
17745,0.955,0.2678
17779,0.915,0.26721
17859,0.8,0.26582
18008,0.6275,0.26326
18027,0.9525,0.26294
18081,0.865,0.26202
18152,0.8225,0.26082
18227,0.8125,0.25957
18479,0.37,0.25539
18492,0.9675,0.25518
18646,0.615,0.25268
18700,0.865,0.25181
18738,0.905,0.2512
18764,0.935,0.25079
18779,0.9625,0.25055
18808,0.9275,0.25008
18862,0.865,0.24923
18894,0.92,0.24872
18958,0.84,0.24771
19009,0.8725,0.24691
19140,0.6725,0.24488
19339,0.5025,0.24183
19395,0.86,0.24098
19465,0.825,0.23992
19545,0.8,0.23873
19684,0.6525,0.23666
19704,0.95,0.23637
19781,0.8075,0.23524
19885,0.74,0.23373
19917,0.92,0.23326
19946,0.9275,0.23285
19967,0.9475,0.23254
19986,0.9525,0.23227
20008,0.945,0.23195
20029,0.9475,0.23165
20053,0.94,0.23131
20085,0.92,0.23085
20107,0.945,0.23054
20131,0.94,0.2302
20189,0.855,0.22938
20204,0.9625,0.22917
20218,0.965,0.22897
20244,0.935,0.22861
20258,0.965,0.22841
20270,0.97,0.22824
20292,0.945,0.22793
20311,0.9525,0.22767
20337,0.935,0.2273
20363,0.935,0.22694
20377,0.965,0.22675
20391,0.965,0.22655
20404,0.9675,0.22637
20424,0.95,0.2261
20436,0.97,0.22593
20450,0.965,0.22574
20475,0.9375,0.22539
20488,0.9675,0.22521
20515,0.9325,0.22484
20546,0.9225,0.22442
20579,0.9175,0.22397
20606,0.9325,0.2236
20625,0.9525,0.22334
20642,0.9575,0.22311
20659,0.9575,0.22288
20682,0.9425,0.22257
20699,0.9575,0.22234
20711,0.97,0.22218
20729,0.955,0.22194
20750,0.9475,0.22165
20763,0.9675,0.22148
20778,0.9625,0.22128
20791,0.9675,0.2211
20807,0.96,0.22089
20820,0.9675,0.22071
20841,0.9475,0.22043
20855,0.965,0.22025
20867,0.97,0.22009
20885,0.955,0.21985
20917,0.92,0.21942
20931,0.965,0.21924
20948,0.9575,0.21901
20960,0.97,0.21886
21002,0.895,0.2183
21023,0.9475,0.21803
21036,0.9675,0.21786
21064,0.93,0.21749
21083,0.9525,0.21724
21094,0.9725,0.2171
21115,0.9475,0.21682
21136,0.9475,0.21655
21160,0.94,0.21624
21174,0.965,0.21606
21198,0.94,0.21575
21217,0.9525,0.2155
21229,0.97,0.21535
21247,0.955,0.21512
21269,0.945,0.21483
21290,0.9475,0.21456
21331,0.8975,0.21404
21355,0.94,0.21373
21370,0.9625,0.21354
21404,0.915,0.21311
21426,0.945,0.21283
21440,0.965,0.21265
21456,0.96,0.21245
21516,0.85,0.21169
21573,0.8575,0.21098
21584,0.9725,0.21084
21633,0.8775,0.21023
21690,0.8575,0.20952
21720,0.925,0.20915
21741,0.9475,0.20889
21777,0.91,0.20845
21791,0.965,0.20828
21819,0.93,0.20793
21837,0.955,0.20771
21849,0.97,0.20756
21860,0.9725,0.20743
21896,0.91,0.20699
21907,0.9725,0.20686
