steps,rewards,epsilon
27967,0.975,0.14958
27978,0.9725,0.14951
27989,0.9725,0.14943
28000,0.9725,0.14935
28015,0.9625,0.14924
28027,0.97,0.14915
28044,0.9575,0.14903
28055,0.9725,0.14895
28071,0.96,0.14884
28084,0.9675,0.14875
28096,0.97,0.14866
28108,0.97,0.14858
28118,0.975,0.14851
28128,0.975,0.14844
28138,0.975,0.14837
28150,0.97,0.14828
28167,0.9575,0.14816
28180,0.9675,0.14807
28195,0.9625,0.14796
28210,0.9625,0.14786
28220,0.975,0.14779
28235,0.9625,0.14768
28245,0.975,0.14761
28256,0.9725,0.14753
28267,0.9725,0.14746
28280,0.9675,0.14737
28298,0.955,0.14724
28308,0.975,0.14717
28318,0.975,0.1471
28329,0.9725,0.14703
28339,0.975,0.14696
28350,0.9725,0.14688
28360,0.975,0.14681
28375,0.9625,0.14671
28386,0.9725,0.14663
28402,0.96,0.14652
28416,0.965,0.14642
28428,0.97,0.14634
28439,0.9725,0.14626
28449,0.975,0.14619
28459,0.975,0.14613
28472,0.9675,0.14604
28484,0.97,0.14595
28495,0.9725,0.14588
28506,0.9725,0.1458
28519,0.9675,0.14571
28530,0.9725,0.14564
28550,0.95,0.1455
28566,0.96,0.14539
28578,0.97,0.14531
28588,0.975,0.14524
28602,0.965,0.14515
28613,0.9725,0.14507
28623,0.975,0.145
28634,0.9725,0.14493
28646,0.97,0.14485
28659,0.9675,0.14476
28669,0.975,0.14469
28679,0.975,0.14463
28690,0.9725,0.14455
28701,0.9725,0.14448
28713,0.97,0.1444
28727,0.965,0.1443
28739,0.97,0.14422
28749,0.975,0.14415
28760,0.9725,0.14408
28772,0.97,0.144
28782,0.975,0.14393
28795,0.9675,0.14385
28805,0.975,0.14378
28819,0.965,0.14369
28829,0.975,0.14362
28840,0.9725,0.14355
28852,0.97,0.14347
28868,0.96,0.14336
28880,0.97,0.14328
28894,0.965,0.14319
28911,0.9575,0.14308
28924,0.9675,0.14299
28936,0.97,0.14291
28949,0.9675,0.14282
28960,0.9725,0.14275
28972,0.97,0.14267
28986,0.965,0.14258
28997,0.9725,0.14251
29008,0.9725,0.14244
29020,0.97,0.14236
29037,0.9575,0.14225
29049,0.97,0.14217
29061,0.97,0.14209
29081,0.95,0.14196
29091,0.975,0.14189
29104,0.9675,0.14181
29115,0.9725,0.14174
29125,0.975,0.14167
29135,0.975,0.14161
29147,0.97,0.14153
29166,0.9525,0.14141
29178,0.97,0.14133
29190,0.97,0.14125
29202,0.97,0.14117
29218,0.96,0.14107
29229,0.9725,0.141
29239,0.975,0.14094
29257,0.955,0.14082
29268,0.9725,0.14075
29281,0.9675,0.14067
29291,0.975,0.1406
29301,0.975,0.14054
29311,0.975,0.14047
29321,0.975,0.14041
29334,0.9675,0.14033
29345,0.9725,0.14026
29358,0.9675,0.14017
29375,0.9575,0.14007
29389,0.965,0.13998
29399,0.975,0.13991
29409,0.975,0.13985
29419,0.975,0.13979
29430,0.9725,0.13972
29443,0.9675,0.13964
29458,0.9625,0.13954
29468,0.975,0.13948
29478,0.975,0.13942
29490,0.97,0.13934
29500,0.975,0.13928
29516,0.96,0.13918
29530,0.965,0.13909
29541,0.9725,0.13902
29552,0.9725,0.13895
29566,0.965,0.13886
29576,0.975,0.1388
29587,0.9725,0.13873
29597,0.975,0.13867
29608,0.9725,0.1386
29620,0.97,0.13853
29634,0.965,0.13844
29646,0.97,0.13836
29659,0.9675,0.13828
29670,0.9725,0.13822
29681,0.9725,0.13815
29692,0.9725,0.13808
29705,0.9675,0.138
29716,0.9725,0.13793
29728,0.97,0.13786
29743,0.9625,0.13777
29753,0.975,0.1377
29764,0.9725,0.13764
29775,0.9725,0.13757
29788,0.9675,0.13749
29798,0.975,0.13743
29809,0.9725,0.13736
29822,0.9675,0.13728
29832,0.975,0.13722
29847,0.9625,0.13713
29859,0.97,0.13705
29869,0.975,0.13699
29881,0.97,0.13692
29893,0.97,0.13685
29905,0.97,0.13678
29917,0.97,0.1367
29931,0.965,0.13662
29944,0.9675,0.13654
29957,0.9675,0.13646
29968,0.9725,0.13639
29980,0.97,0.13632
29996,0.96,0.13623
30007,0.9725,0.13616
30021,0.965,0.13607
30039,0.955,0.13597
30050,0.9725,0.1359
30061,0.9725,0.13583
30074,0.9675,0.13576
30086,0.97,0.13569
30096,0.975,0.13563
30106,0.975,0.13557
30119,0.9675,0.13549
30134,0.9625,0.1354
30144,0.975,0.13534
30155,0.9725,0.13527
30167,0.97,0.1352
30178,0.9725,0.13514
30188,0.975,0.13508
30202,0.965,0.135
30218,0.96,0.1349
30231,0.9675,0.13482
30242,0.9725,0.13476
30258,0.96,0.13467
30272,0.965,0.13458
30286,0.965,0.1345
30301,0.9625,0.13441
30313,0.97,0.13434
30327,0.965,0.13426
30340,0.9675,0.13418
30351,0.9725,0.13412
30362,0.9725,0.13406
30374,0.97,0.13399
30385,0.9725,0.13392
30396,0.9725,0.13386
30406,0.975,0.1338
30419,0.9675,0.13372
30432,0.9675,0.13365
30442,0.975,0.13359
30452,0.975,0.13353
30463,0.9725,0.13347
30478,0.9625,0.13338
30492,0.965,0.1333
30503,0.9725,0.13324
30513,0.975,0.13318
30527,0.965,0.1331
30538,0.9725,0.13304
30549,0.9725,0.13297
30563,0.965,0.13289
30575,0.97,0.13283
