steps,rewards,epsilon
15753,0.9275,0.30575
15915,0.595,0.30241
15934,0.9525,0.30202
15966,0.92,0.30137
15992,0.935,0.30084
16029,0.9075,0.30009
16052,0.9425,0.29962
16072,0.95,0.29922
16094,0.945,0.29878
16114,0.95,0.29837
16131,0.9575,0.29803
16157,0.935,0.29751
16183,0.935,0.29699
16208,0.9375,0.29649
16226,0.955,0.29613
16252,0.935,0.29562
16287,0.9125,0.29492
16312,0.9375,0.29443
16327,0.9625,0.29413
16365,0.905,0.29338
16392,0.9325,0.29285
16420,0.93,0.2923
16450,0.925,0.29172
16476,0.935,0.29121
16495,0.9525,0.29084
16513,0.955,0.29049
16533,0.95,0.2901
16553,0.95,0.28972
16577,0.94,0.28925
16617,0.9,0.28848
16668,0.8725,0.2875
16700,0.92,0.28689
16735,0.9125,0.28622
16752,0.9575,0.2859
16771,0.9525,0.28554
16791,0.95,0.28516
16826,0.9125,0.28449
16843,0.9575,0.28417
16868,0.9375,0.2837
16886,0.955,0.28336
16904,0.955,0.28303
16925,0.9475,0.28263
16943,0.955,0.28229
16968,0.9375,0.28183
16996,0.93,0.28131
17013,0.9575,0.28099
17048,0.9125,0.28034
17062,0.965,0.28008
17087,0.9375,0.27962
17109,0.945,0.27921
17132,0.9425,0.27879
17159,0.9325,0.27829
17181,0.945,0.27789
17197,0.96,0.27759
17217,0.95,0.27723
17235,0.955,0.2769
17263,0.93,0.27639
17290,0.9325,0.2759
17305,0.9625,0.27563
17326,0.9475,0.27525
17341,0.9625,0.27498
17355,0.965,0.27472
17372,0.9575,0.27442
17389,0.9575,0.27411
17412,0.9425,0.2737
17437,0.9375,0.27325
17464,0.9325,0.27277
17486,0.945,0.27237
17509,0.9425,0.27196
17524,0.9625,0.2717
17545,0.9475,0.27132
17563,0.955,0.271
17583,0.95,0.27065
17603,0.95,0.27029
17661,0.855,0.26927
17723,0.845,0.26819
17770,0.8825,0.26737
17821,0.8725,0.26648
17854,0.9175,0.26591
17893,0.9025,0.26524
17914,0.9475,0.26487
17932,0.955,0.26457
17949,0.9575,0.26427
17966,0.9575,0.26398
17987,0.9475,0.26362
18009,0.945,0.26325
18028,0.9525,0.26292
18052,0.94,0.26252
18075,0.9425,0.26213
18092,0.9575,0.26184
18114,0.945,0.26147
18134,0.95,0.26113
18152,0.955,0.26082
18181,0.9275,0.26034
18206,0.9375,0.25992
18232,0.935,0.25948
18262,0.925,0.25898
18278,0.96,0.25871
18324,0.885,0.25795
18344,0.95,0.25762
18364,0.95,0.25729
18387,0.9425,0.25691
18428,0.8975,0.25623
18444,0.96,0.25597
18468,0.94,0.25557
18500,0.92,0.25505
18534,0.915,0.2545
18584,0.875,0.25368
18605,0.9475,0.25334
18632,0.9325,0.25291
18690,0.855,0.25197
18737,0.8825,0.25122
18784,0.8825,0.25047
18834,0.875,0.24967
18853,0.9525,0.24937
18872,0.9525,0.24907
18906,0.915,0.24853
18941,0.9125,0.24798
18960,0.9525,0.24768
18982,0.945,0.24734
19003,0.9475,0.24701
19022,0.9525,0.24671
19064,0.895,0.24606
19090,0.935,0.24565
19108,0.955,0.24537
19152,0.89,0.24469
19218,0.835,0.24368
19343,0.6875,0.24177
19374,0.9225,0.2413
19410,0.91,0.24075
19427,0.9575,0.2405
19453,0.935,0.2401
19499,0.885,0.23941
19537,0.905,0.23885
19561,0.94,0.23849
19584,0.9425,0.23815
19648,0.84,0.2372
19666,0.955,0.23693
19686,0.95,0.23664
19704,0.955,0.23637
19721,0.9575,0.23612
19745,0.94,0.23577
19762,0.9575,0.23552
19782,0.95,0.23523
19813,0.9225,0.23477
19856,0.8925,0.23415
19874,0.955,0.23389
19894,0.95,0.2336
19910,0.96,0.23336
19932,0.945,0.23305
19949,0.9575,0.2328
19966,0.9575,0.23256
20000,0.915,0.23207
20023,0.9425,0.23174
20042,0.9525,0.23147
20062,0.95,0.23118
20082,0.95,0.2309
20111,0.9275,0.23048
20131,0.95,0.2302
20148,0.9575,0.22996
20178,0.925,0.22954
20196,0.955,0.22928
20215,0.9525,0.22901
20231,0.96,0.22879
20246,0.9625,0.22858
20283,0.9075,0.22806
20299,0.96,0.22783
20322,0.9425,0.22751
20342,0.95,0.22723
20365,0.9425,0.22692
20426,0.8475,0.22607
20444,0.955,0.22582
20462,0.955,0.22557
20490,0.93,0.22519
20510,0.95,0.22491
20533,0.9425,0.2246
20549,0.96,0.22438
20571,0.945,0.22408
20611,0.9,0.22353
20657,0.885,0.22291
20683,0.935,0.22256
20703,0.95,0.22229
20729,0.935,0.22194
20768,0.9025,0.22141
20804,0.91,0.22093
20824,0.95,0.22066
20859,0.9125,0.22019
20899,0.9,0.21966
20925,0.935,0.21932
20947,0.945,0.21903
20975,0.93,0.21866
20999,0.94,0.21834
21016,0.9575,0.21812
21034,0.955,0.21788
21060,0.935,0.21754
21100,0.9,0.21702
21118,0.955,0.21679
21132,0.965,0.2166
21186,0.865,0.2159
21202,0.96,0.2157
21225,0.9425,0.2154
21247,0.945,0.21512
21264,0.9575,0.2149
21343,0.8025,0.21388
21360,0.9575,0.21367
21398,0.905,0.21318
21455,0.8575,0.21246
21490,0.9125,0.21202
21515,0.9375,0.21171
21535,0.95,0.21145
21549,0.965,0.21128
21572,0.9425,0.21099
21587,0.9625,0.2108
21612,0.9375,0.21049
21637,0.9375,0.21018
21655,0.955,0.20996
21690,0.9125,0.20952
21709,0.9525,0.20929
21724,0.9625,0.2091
21738,0.965,0.20893
21773,0.9125,0.2085
21800,0.9325,0.20816
21821,0.9475,0.20791
21839,0.955,0.20769
21862,0.9425,0.20741
21879,0.9575,0.2072
21909,0.925,0.20683
21925,0.96,0.20664
21945,0.95,0.2064
21967,0.945,0.20613
22002,0.9125,0.20571
22024,0.945,0.20544
22081,0.8575,0.20476
22104,0.9425,0.20448
22136,0.92,0.2041
22151,0.9625,0.20392
22170,0.9525,0.2037
22185,0.9625,0.20352
22206,0.9475,0.20327
22224,0.955,0.20306
22247,0.9425,0.20279
22265,0.955,0.20257
22282,0.9575,0.20237
22300,0.955,0.20216
22314,0.965,0.202
22335,0.9475,0.20175
22362,0.9325,0.20144
22377,0.9625,0.20126
22397,0.95,0.20103
22439,0.895,0.20054
22455,0.96,0.20035
22473,0.955,0.20014
22490,0.9575,0.19995
22508,0.955,0.19974
22524,0.96,0.19956
22558,0.915,0.19916
22579,0.9475,0.19892
22612,0.9175,0.19855
22645,0.9175,0.19817
22684,0.9025,0.19773
22699,0.9625,0.19755
22715,0.96,0.19737
22731,0.96,0.19719
22745,0.965,0.19703
22775,0.925,0.1967
22799,0.94,0.19642
22818,0.9525,0.19621
22834,0.96,0.19603
22854,0.95,0.19581
22870,0.96,0.19563
22890,0.95,0.19541
22907,0.9575,0.19522
22921,0.965,0.19506
22938,0.9575,0.19487
22956,0.955,0.19467
22971,0.9625,0.1945
22992,0.9475,0.19427
23006,0.965,0.19412
23022,0.96,0.19394
23040,0.955,0.19374
23056,0.96,0.19357
23073,0.9575,0.19338
23089,0.96,0.1932
23103,0.965,0.19305
23124,0.9475,0.19282
23144,0.95,0.1926
23158,0.965,0.19245
23181,0.9425,0.1922
23201,0.95,0.19198
23221,0.95,0.19176
23244,0.9425,0.19151
23260,0.96,0.19134
23277,0.9575,0.19116
23303,0.935,0.19088
23319,0.96,0.19071
23342,0.9425,0.19046
23373,0.9225,0.19013
23388,0.9625,0.18997
23408,0.95,0.18975
23423,0.9625,0.18959
23445,0.945,0.18936
23465,0.95,0.18915
23480,0.9625,0.18899
23506,0.935,0.18871
23520,0.965,0.18856
23543,0.9425,0.18832
23561,0.955,0.18813
23579,0.955,0.18794
23601,0.945,0.18771
23616,0.9625,0.18755
23634,0.955,0.18736
23654,0.95,0.18716
23670,0.96,0.18699
23685,0.9625,0.18683
23702,0.9575,0.18665
23717,0.9625,0.1865
23736,0.9525,0.1863
23752,0.96,0.18614
23770,0.955,0.18595
23790,0.95,0.18574
23805,0.9625,0.18559
23825,0.95,0.18538
23840,0.9625,0.18523
23855,0.9625,0.18507
23870,0.9625,0.18492
23887,0.9575,0.18475
23902,0.9625,0.18459
23924,0.945,0.18437
23942,0.955,0.18418
23961,0.9525,0.18399
23974,0.9675,0.18386
23992,0.955,0.18368
24011,0.9525,0.18348
24030,0.9525,0.18329
24048,0.955,0.18311
24067,0.9525,0.18292
24091,0.94,0.18268
24105,0.965,0.18254
24123,0.955,0.18236
24145,0.945,0.18213
24161,0.96,0.18197
24175,0.965,0.18183
24195,0.95,0.18164
24209,0.965,0.1815
24225,0.96,0.18134
24242,0.9575,0.18117
24257,0.9625,0.18102
24277,0.95,0.18082
24291,0.965,0.18068
24309,0.955,0.18051
24326,0.9575,0.18034
24342,0.96,0.18018
24358,0.96,0.18002
24377,0.9525,0.17984
24395,0.955,0.17966
24411,0.96,0.1795
24429,0.955,0.17933
24447,0.955,0.17915
24464,0.9575,0.17899
24483,0.9525,0.1788
24497,0.965,0.17867
24515,0.955,0.17849
24536,0.9475,0.17829
24550,0.965,0.17815
24568,0.955,0.17798
24583,0.9625,0.17783
24609,0.935,0.17758
24626,0.9575,0.17742
24649,0.9425,0.1772
24668,0.9525,0.17702
24684,0.96,0.17686
24699,0.9625,0.17672
24716,0.9575,0.17656
24732,0.96,0.17641
24751,0.9525,0.17623
24768,0.9575,0.17607
24783,0.9625,0.17592
24801,0.955,0.17575
24819,0.955,0.17558
24836,0.9575,0.17542
24856,0.95,0.17523
24872,0.96,0.17508
24890,0.955,0.17491
24908,0.955,0.17475
24926,0.955,0.17458
24944,0.955,0.17441
24960,0.96,0.17426
24975,0.9625,0.17412
24993,0.955,0.17395
25011,0.955,0.17379
25027,0.96,0.17364
25046,0.9525,0.17346
25065,0.9525,0.17329
25082,0.9575,0.17313
25098,0.96,0.17298
25114,0.96,0.17283
25131,0.9575,0.17268
25146,0.9625,0.17254
25168,0.945,0.17234
25188,0.95,0.17216
25204,0.96,0.17201
25224,0.95,0.17183
25244,0.95,0.17164
25262,0.955,0.17148
25281,0.9525,0.17131
25299,0.955,0.17115
25315,0.96,0.171
25331,0.96,0.17086
25355,0.94,0.17064
25372,0.9575,0.17049
25388,0.96,0.17034
25404,0.96,0.1702
25422,0.955,0.17004
25438,0.96,0.16989
25456,0.955,0.16973
25477,0.9475,0.16955
25492,0.9625,0.16941
25512,0.95,0.16923
25526,0.965,0.16911
25548,0.945,0.16892
25562,0.965,0.16879
25584,0.945,0.1686
25598,0.965,0.16847
25621,0.9425,0.16827
25638,0.9575,0.16812
25656,0.955,0.16796
25673,0.9575,0.16781
25696,0.9425,0.16761
25713,0.9575,0.16746
25731,0.955,0.16731
25748,0.9575,0.16716
25765,0.9575,0.16701
25780,0.9625,0.16688
25795,0.9625,0.16675
25809,0.965,0.16663
25825,0.96,0.16649
25842,0.9575,0.16634
25860,0.955,0.16619
25879,0.9525,0.16602
25898,0.9525,0.16586
25914,0.96,0.16572
25928,0.965,0.1656
25945,0.9575,0.16546
25960,0.9625,0.16533
25976,0.96,0.16519
25993,0.9575,0.16505
26015,0.945,0.16486
26036,0.9475,0.16468
26056,0.95,0.16451
26073,0.9575,0.16437
26091,0.955,0.16422
26106,0.9625,0.16409
26122,0.96,0.16395
26139,0.9575,0.16381
26158,0.9525,0.16365
26177,0.9525,0.16349
26198,0.9475,0.16332
26218,0.95,0.16315
26236,0.955,0.163
26253,0.9575,0.16286
26272,0.9525,0.1627
26290,0.955,0.16255
26307,0.9575,0.16241
26330,0.9425,0.16222
26346,0.96,0.16208
26361,0.9625,0.16196
26377,0.96,0.16183
26393,0.96,0.1617
26408,0.9625,0.16157
26425,0.9575,0.16143
26446,0.9475,0.16126
26467,0.9475,0.16109
26482,0.9625,0.16097
26511,0.9275,0.16073
26530,0.9525,0.16058
26549,0.9525,0.16042
26573,0.94,0.16023
26590,0.9575,0.16009
26604,0.965,0.15997
26619,0.9625,0.15985
26637,0.955,0.15971
26660,0.9425,0.15952
26679,0.9525,0.15937
26696,0.9575,0.15923
26719,0.9425,0.15905
26735,0.96,0.15892
26752,0.9575,0.15879
26767,0.9625,0.15867
26784,0.9575,0.15853
26809,0.9375,0.15833
26824,0.9625,0.15821
26840,0.96,0.15809
26854,0.965,0.15798
26867,0.9675,0.15787
26884,0.9575,0.15774
26901,0.9575,0.1576
26915,0.965,0.15749
26929,0.965,0.15738
26945,0.96,0.15726
26963,0.955,0.15712
26977,0.965,0.15701
26999,0.945,0.15684
27016,0.9575,0.1567
27031,0.9625,0.15659
27047,0.96,0.15646
27064,0.9575,0.15633
27080,0.96,0.15621
27099,0.9525,0.15606
27113,0.965,0.15595
27128,0.9625,0.15583
27145,0.9575,0.1557
27158,0.9675,0.1556
27171,0.9675,0.1555
27188,0.9575,0.15537
27204,0.96,0.15525
27233,0.9275,0.15503
27249,0.96,0.1549
27267,0.955,0.15477
27280,0.9675,0.15467
27298,0.955,0.15453
27312,0.965,0.15442
27328,0.96,0.1543
27344,0.96,0.15418
27360,0.96,0.15406
27376,0.96,0.15394
27391,0.9625,0.15383
27404,0.9675,0.15373
27418,0.965,0.15362
27431,0.9675,0.15352
27447,0.96,0.1534
27465,0.955,0.15327
27481,0.96,0.15315
27494,0.9675,0.15305
27507,0.9675,0.15295
27523,0.96,0.15283
27539,0.96,0.15272
27556,0.9575,0.15259
27571,0.9625,0.15248
27585,0.965,0.15237
27606,0.9475,0.15222
27620,0.965,0.15211
27638,0.955,0.15198
27651,0.9675,0.15188
27668,0.9575,0.15176
27684,0.96,0.15164
27703,0.9525,0.1515
27718,0.9625,0.15139
27737,0.9525,0.15125
27751,0.965,0.15115
27766,0.9625,0.15104
27782,0.96,0.15092
27795,0.9675,0.15083
27813,0.955,0.1507
27830,0.9575,0.15057
27845,0.9625,0.15046
27865,0.95,0.15032
27882,0.9575,0.1502
27900,0.955,0.15007
27913,0.9675,0.14997
27928,0.9625,0.14986
27945,0.9575,0.14974
27962,0.9575,0.14962
27975,0.9675,0.14953
27990,0.9625,0.14942
28006,0.96,0.1493
28021,0.9625,0.1492
28036,0.9625,0.14909
28054,0.955,0.14896
28067,0.9675,0.14887
28081,0.965,0.14877
28100,0.9525,0.14863
28116,0.96,0.14852
28131,0.9625,0.14841
28146,0.9625,0.14831
28161,0.9625,0.1482
28177,0.96,0.14809
28194,0.9575,0.14797
28208,0.965,0.14787
28223,0.9625,0.14777
28239,0.96,0.14765
28254,0.9625,0.14755
28271,0.9575,0.14743
28286,0.9625,0.14732
28301,0.9625,0.14722
28318,0.9575,0.1471
28334,0.96,0.14699
28350,0.96,0.14688
28368,0.955,0.14675
28384,0.96,0.14664
28399,0.9625,0.14654
28413,0.965,0.14644
28429,0.96,0.14633
28445,0.96,0.14622
28464,0.9525,0.14609
28479,0.9625,0.14599
28492,0.9675,0.1459
28512,0.95,0.14576
28527,0.9625,0.14566
28540,0.9675,0.14557
28554,0.965,0.14547
28570,0.96,0.14537
28587,0.9575,0.14525
28601,0.965,0.14515
28619,0.955,0.14503
28634,0.9625,0.14493
28654,0.95,0.14479
28668,0.965,0.1447
28687,0.9525,0.14457
28701,0.965,0.14448
28718,0.9575,0.14436
28732,0.965,0.14427
28747,0.9625,0.14417
28763,0.96,0.14406
28776,0.9675,0.14397
28789,0.9675,0.14389
28807,0.955,0.14377
28822,0.9625,0.14367
28835,0.9675,0.14358
28849,0.965,0.14349
28862,0.9675,0.1434
28875,0.9675,0.14331
28888,0.9675,0.14323
28903,0.9625,0.14313
28918,0.9625,0.14303
28937,0.9525,0.1429
28952,0.9625,0.1428
28971,0.9525,0.14268
28984,0.9675,0.14259
29006,0.945,0.14245
29021,0.9625,0.14235
29034,0.9675,0.14227
29050,0.96,0.14216
29065,0.9625,0.14206
29079,0.965,0.14197
29093,0.965,0.14188
29114,0.9475,0.14174
29127,0.9675,0.14166
29143,0.96,0.14156
29163,0.95,0.14143
29177,0.965,0.14134
29193,0.96,0.14123
29207,0.965,0.14114
29221,0.965,0.14105
29237,0.96,0.14095
29253,0.96,0.14085
29269,0.96,0.14074
29287,0.955,0.14063
29303,0.96,0.14053
29322,0.9525,0.1404
29337,0.9625,0.14031
29350,0.9675,0.14023
29363,0.9675,0.14014
29376,0.9675,0.14006
29390,0.965,0.13997
29405,0.9625,0.13988
29418,0.9675,0.13979
29432,0.965,0.13971
29448,0.96,0.1396
29468,0.95,0.13948
29487,0.9525,0.13936
29507,0.95,0.13923
29520,0.9675,0.13915
29533,0.9675,0.13907
29553,0.95,0.13894
29569,0.96,0.13884
29582,0.9675,0.13876
29598,0.96,0.13866
29618,0.95,0.13854
29633,0.9625,0.13845
29650,0.9575,0.13834
29665,0.9625,0.13825
29680,0.9625,0.13815
29694,0.965,0.13807
29707,0.9675,0.13799
29725,0.955,0.13788
29739,0.965,0.13779
29752,0.9675,0.13771
29766,0.965,0.13762
29781,0.9625,0.13753
29795,0.965,0.13745
29811,0.96,0.13735
29824,0.9675,0.13727
29837,0.9675,0.13719
29853,0.96,0.13709
29876,0.9425,0.13695
29895,0.9525,0.13684
29911,0.96,0.13674
29924,0.9675,0.13666
29939,0.9625,0.13657
29956,0.9575,0.13647
29970,0.965,0.13638
29983,0.9675,0.1363
30001,0.955,0.1362
30015,0.965,0.13611
30028,0.9675,0.13603
30041,0.9675,0.13595
30056,0.9625,0.13586
30075,0.9525,0.13575
30088,0.9675,0.13567
30102,0.965,0.13559
30115,0.9675,0.13551
30130,0.9625,0.13542
30147,0.9575,0.13532
30160,0.9675,0.13524
30174,0.965,0.13516
30187,0.9675,0.13508
30200,0.9675,0.13501
30215,0.9625,0.13492
30228,0.9675,0.13484
30245,0.9575,0.13474
30261,0.96,0.13465
30276,0.9625,0.13456
30290,0.965,0.13448
30304,0.965,0.1344
30319,0.9625,0.13431
30336,0.9575,0.13421
30350,0.965,0.13413
30365,0.9625,0.13404
30383,0.955,0.13393
30398,0.9625,0.13385
30413,0.9625,0.13376
30430,0.9575,0.13366
30444,0.965,0.13358
30460,0.96,0.13349
30475,0.9625,0.1334
30489,0.965,0.13332
30503,0.965,0.13324
30520,0.9575,0.13314
30537,0.9575,0.13304
30553,0.96,0.13295
30570,0.9575,0.13285
30583,0.9675,0.13278
30597,0.965,0.1327
30617,0.95,0.13259
30630,0.9675,0.13251
30644,0.965,0.13243
30660,0.96,0.13234
30676,0.96,0.13225
30691,0.9625,0.13216
30705,0.965,0.13209
30720,0.9625,0.132
30741,0.9475,0.13188
30758,0.9575,0.13179
30774,0.96,0.1317
30787,0.9675,0.13162
30800,0.9675,0.13155
30815,0.9625,0.13147
30829,0.965,0.13139
30843,0.965,0.13131
30859,0.96,0.13122
30877,0.955,0.13112
30892,0.9625,0.13103
30912,0.95,0.13092
30929,0.9575,0.13083
30948,0.9525,0.13072
30962,0.965,0.13065
30982,0.95,0.13054
30996,0.965,0.13046
31013,0.9575,0.13036
31031,0.955,0.13027
31044,0.9675,0.13019
31061,0.9575,0.1301
31075,0.965,0.13002
31093,0.955,0.12993
31106,0.9675,0.12985
31121,0.9625,0.12977
31136,0.9625,0.12969
31150,0.965,0.12961
31170,0.95,0.1295
31193,0.9425,0.12938
31206,0.9675,0.12931
31226,0.95,0.1292
31245,0.9525,0.1291
31263,0.955,0.129
31281,0.955,0.1289
31299,0.955,0.12881
31314,0.9625,0.12873
31333,0.9525,0.12862
31348,0.9625,0.12854
31364,0.96,0.12846
31379,0.9625,0.12838
31395,0.96,0.12829
31410,0.9625,0.12821
31426,0.96,0.12813
31440,0.965,0.12805
31458,0.955,0.12796
31473,0.9625,0.12788
31487,0.965,0.1278
31504,0.9575,0.12772
31518,0.965,0.12764
31532,0.965,0.12757
31546,0.965,0.12749
31564,0.955,0.1274
31577,0.9675,0.12733
31592,0.9625,0.12725
31609,0.9575,0.12716
31626,0.9575,0.12707
31639,0.9675,0.12701
31655,0.96,0.12692
31669,0.965,0.12685
31686,0.9575,0.12676
31701,0.9625,0.12668
31714,0.9675,0.12662
31728,0.965,0.12654
31742,0.965,0.12647
31755,0.9675,0.1264
31768,0.9675,0.12634
31781,0.9675,0.12627
31799,0.955,0.12618
31812,0.9675,0.12611
31828,0.96,0.12603
31845,0.9575,0.12594
31861,0.96,0.12586
31875,0.965,0.12579
31892,0.9575,0.1257
31906,0.965,0.12563
31920,0.965,0.12556
31934,0.965,0.12549
31953,0.9525,0.12539
31968,0.9625,0.12531
31983,0.9625,0.12524
31998,0.9625,0.12516
32013,0.9625,0.12509
32027,0.965,0.12501
32043,0.96,0.12493
32056,0.9675,0.12487
32073,0.9575,0.12478
32091,0.955,0.12469
32104,0.9675,0.12463
32119,0.9625,0.12455
32134,0.9625,0.12448
32147,0.9675,0.12441
32161,0.965,0.12434
32175,0.965,0.12427
32189,0.965,0.1242
32203,0.965,0.12413
32216,0.9675,0.12407
32234,0.955,0.12398
32249,0.9625,0.1239
32262,0.9675,0.12384
32277,0.9625,0.12377
32292,0.9625,0.12369
32310,0.955,0.1236
32324,0.965,0.12353
32339,0.9625,0.12346
32355,0.96,0.12338
32375,0.95,0.12328
32391,0.96,0.12321
32408,0.9575,0.12312
32421,0.9675,0.12306
32436,0.9625,0.12299
32450,0.965,0.12292
32465,0.9625,0.12285
32479,0.965,0.12278
32497,0.955,0.12269
32510,0.9675,0.12263
32524,0.965,0.12256
32537,0.9675,0.1225
32552,0.9625,0.12242
32566,0.965,0.12236
32581,0.9625,0.12228
32596,0.9625,0.12221
32609,0.9675,0.12215
32622,0.9675,0.12209
32641,0.9525,0.122
32655,0.965,0.12193
32678,0.9425,0.12182
32692,0.965,0.12175
32709,0.9575,0.12167
32724,0.9625,0.1216
32737,0.9675,0.12154
32752,0.9625,0.12147
32765,0.9675,0.12141
32778,0.9675,0.12134
32791,0.9675,0.12128
32807,0.96,0.12121
32821,0.965,0.12114
32834,0.9675,0.12108
32854,0.95,0.12099
32868,0.965,0.12092
32883,0.9625,0.12085
32899,0.96,0.12078
32918,0.9525,0.12069
32934,0.96,0.12061
32947,0.9675,0.12055
32964,0.9575,0.12047
32982,0.955,0.12039
33023,0.8975,0.1202
33046,0.9425,0.12009
33059,0.9675,0.12003
33072,0.9675,0.11997
33089,0.9575,0.11989
33102,0.9675,0.11983
33116,0.965,0.11977
33131,0.9625,0.1197
33147,0.96,0.11963
33161,0.965,0.11956
33175,0.965,0.1195
33190,0.9625,0.11943
33203,0.9675,0.11937
33218,0.9625,0.1193
33240,0.945,0.1192
33254,0.965,0.11914
33269,0.9625,0.11907
33285,0.96,0.119
33300,0.9625,0.11893
33316,0.96,0.11886
33337,0.9475,0.11876
33352,0.9625,0.1187
33365,0.9675,0.11864
33379,0.965,0.11858
33394,0.9625,0.11851
33410,0.96,0.11844
33431,0.9475,0.11834
33453,0.945,0.11824
33472,0.9525,0.11816
33485,0.9675,0.1181
33506,0.9475,0.11801
33521,0.9625,0.11794
33568,0.8825,0.11773
33586,0.955,0.11766
33609,0.9425,0.11755
33623,0.965,0.11749
33636,0.9675,0.11744
33653,0.9575,0.11736
