steps,extrinsic,intrinsic,loss,td_std
313,0.0,0.00391848,0.00056668,0.008308920000000001
363,0.0,0.00392496,1.468e-05,0.0033586799999999997
413,0.0,0.00392844,1.4760000000000001e-05,0.00321364
463,0.0,0.00392836,1.744e-05,0.0033116
513,0.0,0.0039248,1.9200000000000003e-05,0.00342716
563,0.0,0.003922559999999999,2.2080000000000002e-05,0.00367004
613,0.0,0.00392288,2.22e-05,0.00366312
663,0.0,0.0039196,1.7640000000000004e-05,0.00328652
713,0.0,0.00391952,1.4920000000000001e-05,0.0030638
763,0.0,0.00391952,1.5479999999999997e-05,0.003093
813,0.0,0.0038254,1.4920000000000001e-05,0.00301452
863,0.0,0.0037205999999999997,1.7400000000000003e-05,0.00319608
913,0.0,0.00361856,1.792e-05,0.00322572
963,0.0,0.0035143999999999996,1.86e-05,0.00327016
1013,0.0,0.0034114400000000004,1.868e-05,0.0033004799999999997
1063,0.0,0.00340012,1.8840000000000003e-05,0.0033453999999999997
1113,0.0,0.00340064,1.696e-05,0.0032254000000000002
1163,0.0,0.00339976,1.5759999999999998e-05,0.0030885200000000004
1213,0.0,0.0033998400000000003,1.6640000000000003e-05,0.0031368
1263,0.0,0.00339952,1.5360000000000002e-05,0.00299316
1313,0.0,0.00340192,1.668e-05,0.0030723200000000003
1363,0.0,0.00340188,1.76e-05,0.0031598800000000003
1413,0.0,0.0034012400000000003,1.76e-05,0.0031704
1463,0.0,0.00340168,1.492e-05,0.00295748
1513,0.0,0.0033457199999999995,1.996e-05,0.0033453600000000003
1563,0.0,0.00327332,2.0960000000000003e-05,0.00341816
1613,0.0,0.0032018399999999996,2.0399999999999998e-05,0.00335024
1663,0.0,0.0031313199999999995,2.296e-05,0.0035614400000000004
1713,0.0,0.00305972,2.42e-05,0.0036698
1763,0.0,0.0030449200000000004,2.06e-05,0.0034286
1813,0.0,0.00304508,2.1199999999999997e-05,0.003428
1863,0.0,0.0030452800000000005,2.568e-05,0.00376492
1913,0.0,0.0030466800000000004,2.588e-05,0.00378344
1963,0.0,0.0030474,2.736e-05,0.00388836
2013,0.0,0.00304712,2.7119999999999998e-05,0.0038513600000000003
2063,0.0,0.0030470000000000002,2.6280000000000002e-05,0.0037503199999999997
2113,0.0,0.00304724,2.276e-05,0.0034911599999999997
2163,0.0,0.00304608,2.3199999999999998e-05,0.0035305600000000003
2213,0.0,0.0030039600000000004,2.6680000000000002e-05,0.00378568
2263,0.0,0.00294364,3.088e-05,0.00405576
2313,0.0,0.00288408,3.364e-05,0.00436176
2363,0.0,0.00282368,3.5319999999999994e-05,0.00448688
2413,0.0,0.00276384,3.3520000000000004e-05,0.00432348
2463,0.0,0.00274548,3.1559999999999996e-05,0.004182040000000001
2513,0.0,0.0027454800000000002,2.8879999999999998e-05,0.00402372
2563,0.0,0.0027441199999999996,2.8e-05,0.00390104
2613,0.0,0.00274436,2.812e-05,0.00390816
2663,0.0,0.0027443199999999997,2.7799999999999998e-05,0.0038715999999999998
2713,0.0,0.00274492,2.5600000000000002e-05,0.00369192
2763,0.0,0.0027449199999999997,2.408e-05,0.00356604
2813,0.0,0.00274592,2.228e-05,0.00342484
2863,0.0,0.0027451999999999997,1.928e-05,0.00315336
2913,0.0,0.00270884,1.824e-05,0.0030483199999999998
2963,0.0,0.0026452799999999994,1.952e-05,0.00311364
3013,0.0,0.0025819999999999997,1.984e-05,0.00312548
3063,0.0,0.0025172399999999996,2.2119999999999998e-05,0.00332016
3113,0.0,0.0024536799999999998,2.6160000000000004e-05,0.0036308
3163,0.0,0.0024264399999999998,3.0119999999999996e-05,0.0039454
3213,0.0,0.00242496,3.3119999999999995e-05,0.004179400000000001
3263,0.0,0.00242332,3.324e-05,0.00424064
3313,0.0,0.0024234,3.508e-05,0.00435748
3363,0.0,0.00242292,3.428e-05,0.0043436
3413,0.0,0.00242248,3.324e-05,0.00426936
3463,0.0,0.00242292,2.98e-05,0.00408632
3513,0.0,0.0024241600000000003,3.48e-05,0.004392839999999999
3563,0.0,0.0024230799999999998,3.132e-05,0.004175599999999999
3613,0.0,0.00238884,3.092e-05,0.004131119999999999
3663,0.0,0.00232124,3.0720000000000004e-05,0.00414608
3713,0.0,0.0022531599999999997,3.112e-05,0.00414636
3763,0.0,0.00218428,2.7040000000000002e-05,0.0038713199999999997
3813,0.0,0.00211768,2.768e-05,0.00388368
3863,0.0,0.0020838799999999998,2.604e-05,0.00373436
3913,0.0,0.00208304,2.352e-05,0.00352864
3963,0.0,0.0020827199999999997,2.5040000000000004e-05,0.0036200399999999997
4013,0.0,0.00208272,2.64e-05,0.0036938
4063,0.0,0.00208164,2.588e-05,0.00367472
