steps,extrinsic,intrinsic,loss,td_std
313,0.0,0.0020574400000000002,0.00077708,0.01022288
363,0.0,0.0020656,1.4480000000000002e-05,0.0033544399999999998
413,0.0,0.00207144,1.6400000000000002e-05,0.00336844
463,0.0,0.00207488,1.904e-05,0.0036045999999999995
513,0.0,0.0020758399999999994,2.2e-05,0.0038396
563,0.0,0.0020767199999999998,2.4279999999999998e-05,0.004112879999999999
613,0.0,0.00207656,2.8e-05,0.00450012
663,0.0,0.00207696,2.228e-05,0.0040518
713,0.0,0.0020770800000000002,1.996e-05,0.00378728
763,0.0,0.00207784,2.1520000000000004e-05,0.0038982
813,0.0,0.0020344399999999998,2.2800000000000002e-05,0.00397112
863,0.0,0.00198608,1.972e-05,0.0036621600000000002
913,0.0,0.0019374400000000001,1.7840000000000002e-05,0.00348268
963,0.0,0.00188864,1.8920000000000002e-05,0.00353832
1013,0.0,0.00183956,1.54e-05,0.0032671199999999997
1063,0.0,0.0018341200000000003,1.288e-05,0.0029971200000000003
1113,0.0,0.0018342,1.54e-05,0.00315272
1163,0.0,0.0018340399999999999,1.8200000000000002e-05,0.0033494
1213,0.0,0.00183416,1.936e-05,0.0034226
1263,0.0,0.0018338,2.22e-05,0.0036396
1313,0.0,0.0018337999999999998,2.2760000000000002e-05,0.0036948
1363,0.0,0.00183368,2.1640000000000003e-05,0.00365056
1413,0.0,0.0018336800000000003,2.0640000000000002e-05,0.0035688399999999998
1463,0.0,0.00183336,2.012e-05,0.00353836
1513,0.0,0.00180492,1.832e-05,0.00331088
1563,0.0,0.0017692,1.764e-05,0.00326032
1613,0.0,0.00173336,2.24e-05,0.0036150799999999997
1663,0.0,0.00169732,2.3199999999999998e-05,0.00371028
1713,0.0,0.0016616,2.2360000000000003e-05,0.00359444
1763,0.0,0.0016541599999999998,2.1880000000000004e-05,0.0035684799999999997
1813,0.0,0.00165432,2.504e-05,0.0037686399999999998
1863,0.0,0.00165448,2.212e-05,0.0035252000000000005
1913,0.0,0.00165492,2.356e-05,0.00359232
1963,0.0,0.00165516,2.432e-05,0.00367456
2013,0.0,0.00165544,2.348e-05,0.0036146000000000004
